Type,City,Bedrooms,Area,Price,Predicted_Price,Discount_pct
Penthouse,North Coast,2.0,100.0,125000,633887.4126207349,80.3
Apartment,New Hut - El Tagamoa,3.0,186.0,550000,2796089.8219206557,80.3
Chalet,North Coast,2.0,95.0,145000,735496.0436873366,80.3
Chalet,North Coast,4.0,174.0,520000,2633801.38967748,80.3
Chalet,Ain Sukhna,3.0,155.0,240000,1221264.0184365127,80.3
Apartment,New Capital City,3.0,169.0,105000,529745.2080338683,80.2
Town House,New Hut - El Tagamoa,5.0,246.0,462000,2335755.392565159,80.2
Chalet,North Coast,3.0,107.0,225000,1134114.2396945325,80.2
Stand Alone Villa,Sheikh Zayed,4.0,268.0,675000,3391154.9673899217,80.1
Chalet,North Coast,3.0,153.0,430000,2162102.840362218,80.1
Chalet,Marsa Matrouh,2.0,100.0,110000,551573.9907893327,80.1
Chalet,North Coast,2.0,112.0,340000,1711005.9337181707,80.1
Apartment,Madinaty,3.0,170.0,250000,1250530.8465507017,80.0
Apartment,Alamein,3.0,166.0,186000,928246.7453111091,80.0
Chalet,North Coast,3.0,131.0,500000,2505927.2219646955,80.0
Stand Alone Villa,New Capital City,5.0,220.0,190000,948422.4170168616,80.0
Chalet,Ain Sukhna,2.0,125.0,230000,1143396.084856107,79.9
Town House,North Coast,5.0,279.0,520000,2585128.532711328,79.9
Chalet,Ain Sukhna,2.0,125.0,230000,1143396.084856107,79.9
Town House,Mostakbal City,4.0,218.0,420000,2092409.4983311112,79.9
Chalet,North Coast,2.0,95.0,222000,1102788.9714809365,79.9
Town House,New Hut - El Tagamoa,4.0,220.0,845000,4200902.071470302,79.9
Apartment,Alamein,3.0,120.0,100000,497435.0369538379,79.9
Twin House,New Hut - El Tagamoa,4.0,252.0,1350000,6714129.479940479,79.9
Apartment,Sheikh Zayed,3.0,168.0,631000,3123405.3244704315,79.8
Apartment,Mostakbal City,2.0,111.0,99450,492177.5686837809,79.8
Twin House,North Coast,4.0,200.0,550000,2718752.3139794767,79.8
Chalet,Ain Sukhna,2.0,100.0,318400,1578348.2749885276,79.8
Twin House,New Hut - El Tagamoa,3.0,280.0,1125000,5562397.292095533,79.8
Town House,North Coast,4.0,160.0,316000,1568114.9406001135,79.8
Stand Alone Villa,Marsa Matrouh,6.0,587.0,1200000,5915303.149458045,79.7
Apartment,New Capital City,3.0,147.0,150000,737547.1891768206,79.7
Chalet,North Coast,3.0,110.0,230000,1130333.7448834255,79.7
Stand Alone Villa,New Hut - El Tagamoa,4.0,380.0,1040000,5135013.996581977,79.7
Apartment,New Hut - El Tagamoa,2.0,130.0,260000,1274563.0075919032,79.6
Town House,New Hut - El Tagamoa,3.0,210.0,475000,2330921.422987951,79.6
Chalet,North Coast,3.0,110.0,264000,1295913.5082237306,79.6
Chalet,Sheikh Zayed,3.0,150.0,700000,3430313.453469085,79.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,208.0,650000,3187874.5407101777,79.6
Chalet,Sheikh Zayed,3.0,161.0,450000,2206235.1682437453,79.6
Chalet,North Coast,3.0,140.0,240000,1173488.5283216643,79.5
Chalet,North Coast,2.0,92.0,185000,903786.0299717115,79.5
Apartment,New Hut - El Tagamoa,3.0,165.0,290000,1407592.1067009564,79.4
Chalet,North Coast,2.0,60.0,93000,450078.21043877234,79.3
Chalet,Ain Sukhna,2.0,100.0,240000,1157212.9243949521,79.3
Town House,New Capital City,4.0,387.0,350000,1689025.3898932405,79.3
Stand Alone Villa,Shorouk City,3.0,238.0,520000,2513527.501554043,79.3
Twin House,New Hut - El Tagamoa,4.0,380.0,380000,1829623.3450498425,79.2
Chalet,North Coast,2.0,118.0,273200,1314875.8401349785,79.2
Stand Alone Villa,New Hut - El Tagamoa,3.0,265.0,515000,2477792.873822132,79.2
Chalet,Ain Sukhna,2.0,105.0,105000,505600.8200106359,79.2
Apartment,New Hut - El Tagamoa,3.0,155.0,180000,862269.1725893124,79.1
Town House,North Coast,4.0,179.0,520000,2491404.434467469,79.1
Town House,New Hut - El Tagamoa,5.0,351.0,1000000,4780193.528492375,79.1
Stand Alone Villa,North Coast,4.0,252.0,480233,2300594.7801440684,79.1
Apartment,6th of October,3.0,145.0,172000,822002.508689425,79.1
Apartment,New Capital City,3.0,167.0,185000,880413.276800387,79.0
Chalet,North Coast,2.0,115.0,250000,1188475.84780818,79.0
Town House,New Hut - El Tagamoa,4.0,305.0,1000000,4770883.845485914,79.0
Apartment,New Hut - El Tagamoa,2.0,135.0,246000,1169217.9538839648,79.0
Twin House,North Coast,4.0,180.0,750000,3564164.309647626,79.0
Chalet,North Coast,3.0,110.0,250000,1189081.8897700093,79.0
Chalet,North Coast,3.0,126.0,300000,1426239.6123498268,79.0
Chalet,Ain Sukhna,1.0,73.0,105000,500883.8837412196,79.0
Chalet,North Coast,3.0,132.0,330000,1567911.489727684,79.0
Stand Alone Villa,Sheikh Zayed,6.0,512.0,1200000,5707227.77638644,79.0
Apartment,6th of October,3.0,163.0,196100,928049.1405414849,78.9
Chalet,Ain Sukhna,2.0,120.0,170000,807032.0015709741,78.9
Town House,New Hut - El Tagamoa,4.0,230.0,800000,3772312.21294135,78.8
Town House,New Hut - El Tagamoa,3.0,230.0,250000,1178677.425129256,78.8
Apartment,New Hut - El Tagamoa,5.0,182.0,381000,1792454.4571234668,78.7
Duplex,New Capital City,3.0,250.0,170000,796344.4179571538,78.7
Chalet,North Coast,3.0,122.0,366000,1716478.4077485434,78.7
Twin House,Shorouk City,5.0,254.0,638000,2996061.8302115584,78.7
Stand Alone Villa,Madinaty,5.0,567.0,705000,3309365.0564967766,78.7
Duplex,North Coast,4.0,187.0,255000,1194100.518566605,78.6
Chalet,North Coast,2.0,82.0,210000,981177.3427804922,78.6
Stand Alone Villa,Sheikh Zayed,4.0,200.0,580000,2701391.1036106707,78.5
Apartment,New Hut - El Tagamoa,3.0,195.0,312000,1450595.0173039543,78.5
Chalet,North Coast,2.0,85.0,240000,1114022.666049822,78.5
Chalet,Ain Sukhna,1.0,75.0,100000,465532.99055747635,78.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,285.0,900000,4188835.3632874526,78.5
Town House,Sheikh Zayed,3.0,165.0,590000,2741795.6253751586,78.5
Town House,New Capital City,4.0,226.0,390000,1812796.0988346504,78.5
Duplex,New Hut - El Tagamoa,3.0,230.0,515000,2396781.6467993464,78.5
Apartment,New Hut - El Tagamoa,3.0,168.0,247900,1152258.0976937558,78.5
Chalet,North Coast,2.0,100.0,120000,556585.5088754023,78.4
Town House,New Hut - El Tagamoa,4.0,240.0,670000,3103241.5853802795,78.4
Chalet,North Coast,2.0,115.0,340000,1571094.418317455,78.4
Apartment,New Hut - El Tagamoa,3.0,142.0,153360,709559.9175625974,78.4
Apartment,New Hut - El Tagamoa,3.0,142.0,153360,709559.9175625974,78.4
Town House,New Capital City,4.0,387.0,300000,1390093.0028181756,78.4
Chalet,North Coast,2.0,100.0,120000,556585.5088754023,78.4
Town House,North Coast,4.0,175.0,530000,2457967.693949125,78.4
Chalet,Ain Sukhna,3.0,135.0,239300,1106693.8509345537,78.4
Stand Alone Villa,North Coast,5.0,600.0,3000000,13868708.610209513,78.4
Apartment,New Capital City,3.0,190.0,250000,1152123.657527139,78.3
Chalet,North Coast,2.0,75.0,149000,685365.7927592186,78.3
Chalet,North Coast,1.0,30.0,150000,690655.1444595563,78.3
Apartment,New Capital City,3.0,130.0,224000,1029452.5126945524,78.2
Chalet,North Coast,3.0,167.0,400000,1835383.2630315728,78.2
Chalet,North Coast,2.0,91.0,140000,640930.2565224192,78.2
Twin House,North Coast,3.0,165.0,450000,2059759.436972173,78.2
Town House,Mostakbal City,4.0,257.0,570000,2614050.6683844193,78.2
Chalet,Ain Sukhna,3.0,150.0,390000,1786542.263292515,78.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,250.0,890000,4071938.2611277443,78.1
Apartment,New Hut - El Tagamoa,3.0,115.0,350000,1600301.3329415752,78.1
Town House,North Coast,3.0,150.0,420000,1918715.3850564752,78.1
Apartment,Ras al-Bar,2.0,65.0,50000,228396.09896845976,78.1
Chalet,Ain Sukhna,2.0,96.0,198000,899598.0029400593,78.0
Stand Alone Villa,Madinaty,4.0,246.0,729000,3320512.3581899493,78.0
Apartment,New Hut - El Tagamoa,2.0,115.0,450000,2048782.3716110713,78.0
Twin House,New Capital City,3.0,251.0,722000,3283371.7345427317,78.0
Stand Alone Villa,Shorouk City,4.0,255.0,880000,3991463.3512299918,78.0
Apartment,New Capital City,3.0,153.0,142000,643483.9486227428,77.9
Apartment,New Hut - El Tagamoa,2.0,92.0,91000,411752.2038561903,77.9
Apartment,New Capital City,3.0,148.0,151000,684633.6929912133,77.9
Chalet,North Coast,3.0,108.0,195000,883571.8417789498,77.9
Stand Alone Villa,Sheikh Zayed,5.0,264.0,700000,3173988.3803667077,77.9
Apartment,New Hut - El Tagamoa,2.0,120.0,180000,811679.9080801065,77.8
Chalet,North Coast,2.0,70.0,150000,674766.0640048432,77.8
Duplex,Ain Sukhna,1.0,70.0,135000,607704.9452742867,77.8
Twin House,North Coast,3.0,150.0,290000,1309088.650942939,77.8
Chalet,North Coast,2.0,70.0,150000,674766.0640048432,77.8
Apartment,Alamein,2.0,157.0,175000,787894.8611341385,77.8
Apartment,New Hut - El Tagamoa,3.0,160.0,370000,1657490.6609467356,77.7
Apartment,6th of October,3.0,165.0,227000,1016257.4117458598,77.7
Duplex,New Capital City,3.0,160.0,200000,894947.8445370346,77.7
Chalet,North Coast,2.0,85.0,382000,1716238.8016967035,77.7
Chalet,North Coast,3.0,125.0,395000,1770233.7482691044,77.7
Chalet,North Coast,2.0,95.0,240000,1075729.2619878442,77.7
Apartment,New Hut - El Tagamoa,3.0,141.0,150000,669420.527983729,77.6
Duplex,New Capital City,4.0,226.0,200000,892862.243348125,77.6
Chalet,North Coast,2.0,95.0,321000,1435261.1680777147,77.6
Chalet,North Coast,2.0,103.0,159400,712192.5490211193,77.6
Chalet,North Coast,2.0,126.0,216000,965425.2041436025,77.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,336.0,688000,3067201.2380840313,77.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,245.0,510000,2276864.3494058214,77.6
Apartment,New Hut - El Tagamoa,2.0,128.0,290000,1291051.257566998,77.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,230.0,100000,444454.78661468823,77.5
Apartment,New Capital City,2.0,140.0,233000,1036887.025123289,77.5
Apartment,New Hut - El Tagamoa,4.0,220.0,576000,2559045.601361945,77.5
Apartment,New Hut - El Tagamoa,3.0,141.0,150000,667098.3740680184,77.5
Apartment,New Hut - El Tagamoa,3.0,141.0,150000,667098.3740680184,77.5
Apartment,New Capital City,3.0,187.0,244000,1083207.5175849113,77.5
Apartment,New Hut - El Tagamoa,3.0,141.0,150000,667098.3740680184,77.5
Apartment,New Hut - El Tagamoa,3.0,141.0,150000,667098.3740680184,77.5
Apartment,New Hut - El Tagamoa,3.0,141.0,150000,667098.3740680184,77.5
Stand Alone Villa,New Hut - El Tagamoa,5.0,300.0,1000000,4438410.299923627,77.5
Apartment,Salam City,3.0,125.0,250000,1106767.6642912014,77.4
Chalet,North Coast,3.0,125.0,300000,1326164.6717329696,77.4
Chalet,North Coast,2.0,60.0,100000,441918.9688337269,77.4
Stand Alone Villa,Shorouk City,6.0,390.0,1407000,6223879.051896648,77.4
Town House,North Coast,4.0,178.0,357500,1582194.4426822658,77.4
Town House,New Hut - El Tagamoa,3.0,195.0,590000,2602599.537504543,77.3
Town House,New Hut - El Tagamoa,3.0,195.0,590000,2602599.537504543,77.3
Town House,New Hut - El Tagamoa,3.0,195.0,590000,2602599.537504543,77.3
Town House,6th of October,3.0,205.0,490000,2155222.960717555,77.3
Twin House,Shorouk City,4.0,250.0,745000,3285725.0692122164,77.3
Twin House,Sheikh Zayed,3.0,231.0,1000000,4376664.544975617,77.2
Town House,New Hut - El Tagamoa,3.0,185.0,600000,2619645.2523346986,77.1
Twin House,New Hut - El Tagamoa,3.0,235.0,520000,2271021.477440126,77.1
Stand Alone Villa,North Coast,5.0,720.0,2300000,10031956.050487757,77.1
Chalet,North Coast,3.0,131.0,370000,1616729.6913065733,77.1
Apartment,New Hut - El Tagamoa,3.0,185.0,600000,2623852.1728051607,77.1
Apartment,New Capital City,3.0,180.0,226000,987654.8290028349,77.1
Apartment,New Hut - El Tagamoa,3.0,150.0,426000,1860622.2606196248,77.1
Apartment,New Hut - El Tagamoa,3.0,115.0,155000,677177.6644613498,77.1
Town House,Mostakbal City,4.0,360.0,407000,1766351.1650128728,77.0
Chalet,Ain Sukhna,3.0,190.0,590000,2562579.866470962,77.0
Chalet,Ain Sukhna,3.0,110.0,178000,772458.0336667649,77.0
Stand Alone Villa,New Hut - El Tagamoa,5.0,300.0,100000,434328.61499684403,77.0
Town House,New Hut - El Tagamoa,3.0,165.0,500000,2172356.611521932,77.0
Town House,New Hut - El Tagamoa,3.0,165.0,250000,1084853.5868205745,77.0
Town House,6th of October,3.0,220.0,561000,2437343.5090260515,77.0
Apartment,New Hut - El Tagamoa,2.0,135.0,366000,1589848.08352979,77.0
Duplex,New Capital City,3.0,160.0,226000,977908.6772945649,76.9
Duplex,Sheikh Zayed,2.0,147.0,325000,1406076.9428173422,76.9
Chalet,North Coast,2.0,85.0,230000,994479.6389457774,76.9
Town House,North Coast,3.0,170.0,530000,2293455.742839142,76.9
Chalet,North Coast,2.0,85.0,210000,903479.5304238762,76.8
Town House,New Hut - El Tagamoa,3.0,166.0,440000,1899861.7091631065,76.8
Chalet,North Coast,2.0,115.0,230000,993241.2217364943,76.8
Chalet,North Coast,2.0,120.0,195000,840747.777452183,76.8
Apartment,New Hut - El Tagamoa,2.0,140.0,160000,691081.2309437426,76.8
Town House,North Coast,4.0,200.0,750000,3226024.050556426,76.8
Chalet,North Coast,3.0,125.0,320000,1372834.5222753116,76.7
Chalet,North Coast,2.0,115.0,330000,1416948.8985005512,76.7
Stand Alone Villa,North Coast,3.0,150.0,850000,3637027.0269867918,76.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,278.0,100000,426754.9653989405,76.6
Town House,New Hut - El Tagamoa,2.0,100.0,280000,1194944.6230119923,76.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,278.0,100000,426754.9653989405,76.6
Apartment,New Hut - El Tagamoa,2.0,125.0,225000,959720.3940707142,76.6
Town House,New Hut - El Tagamoa,4.0,305.0,1000000,4249883.39157653,76.5
Stand Alone Villa,Hadayek al-Ahram,5.0,784.0,1300000,5526243.244892375,76.5
Chalet,North Coast,2.0,114.0,320000,1362515.9376588743,76.5
Apartment,Sheikh Zayed,3.0,150.0,400000,1701022.3755427378,76.5
Town House,Sheikh Zayed,4.0,265.0,1300000,5528104.56953927,76.5
Chalet,North Coast,3.0,145.0,350000,1488050.5390729213,76.5
Apartment,New Hut - El Tagamoa,3.0,180.0,326000,1387484.5562124504,76.5
Chalet,North Coast,2.0,101.0,240000,1017474.1049034582,76.4
Town House,6th of October,4.0,330.0,800000,3389346.2190909926,76.4
Apartment,New Hut - El Tagamoa,3.0,167.0,550000,2326994.210364324,76.4
Apartment,New Capital City,3.0,150.0,270000,1145656.334902042,76.4
Apartment,Sheikh Zayed,2.0,125.0,166100,703461.9469276958,76.4
Apartment,Zohour District,3.0,165.0,303240,1283609.7296176169,76.4
Apartment,New Hut - El Tagamoa,3.0,156.0,120000,506667.94204087957,76.3
Chalet,North Coast,2.0,102.0,140000,590408.0244642165,76.3
Apartment,Mostakbal City,2.0,110.0,100000,422083.8162445709,76.3
Chalet,North Coast,4.0,182.0,525000,2215676.9923989973,76.3
Stand Alone Villa,Sheikh Zayed,3.0,220.0,560000,2362932.323376638,76.3
Town House,New Hut - El Tagamoa,3.0,253.0,560000,2356133.923239584,76.2
Apartment,New Hut - El Tagamoa,3.0,150.0,610000,2563065.4966863184,76.2
Apartment,Heliopolis,3.0,135.0,118000,496583.89955036686,76.2
Chalet,North Coast,2.0,75.0,140000,585922.7125166598,76.1
Apartment,New Hut - El Tagamoa,3.0,194.0,580000,2423682.1353820856,76.1
Chalet,North Coast,2.0,108.0,204000,854597.6710742684,76.1
Apartment,Rehab City,3.0,170.0,350000,1460099.4681334246,76.0
Apartment,New Hut - El Tagamoa,3.0,180.0,500000,2081933.7637282533,76.0
Town House,Mostakbal City,3.0,239.0,526000,2189192.5147947776,76.0
Duplex,North Coast,2.0,128.0,251000,1046025.4078098831,76.0
Town House,Rehab City,4.0,285.0,630000,2622274.7267411407,76.0
Apartment,New Hut - El Tagamoa,3.0,165.0,575000,2399939.1953110583,76.0
Chalet,North Coast,2.0,92.0,295000,1227998.4123197512,76.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,246.0,1410000,5839298.589823545,75.9
Apartment,Hadayek 6th of October,3.0,113.0,160000,662566.6432369276,75.9
Chalet,North Coast,1.0,68.0,224000,927801.9518878914,75.9
Chalet,North Coast,2.0,85.0,228000,947307.3558634557,75.9
Town House,New Hut - El Tagamoa,4.0,273.0,100000,413669.188658707,75.8
Chalet,North Coast,2.0,115.0,290000,1200035.62875273,75.8
Chalet,North Coast,3.0,147.0,390000,1608885.3901028144,75.8
Penthouse,New Hut - El Tagamoa,3.0,280.0,530000,2187516.649900369,75.8
Town House,6th of October,4.0,183.0,270000,1117038.6443385014,75.8
Chalet,North Coast,3.0,126.0,350000,1440239.1024943828,75.7
Stand Alone Villa,Sheikh Zayed,4.0,770.0,2400000,9858414.592483774,75.7
Stand Alone Villa,New Hut - El Tagamoa,4.0,343.0,765000,3147615.029966229,75.7
Chalet,Ain Sukhna,2.0,99.0,220000,906414.54939339,75.7
Town House,Shorouk City,5.0,216.0,660000,2717409.5943644913,75.7
Stand Alone Villa,Obour City,5.0,500.0,632008,2597954.1724055326,75.7
Chalet,Ain Sukhna,2.0,95.0,230000,946104.7995146046,75.7
Chalet,Ain Sukhna,2.0,100.0,280000,1149280.358733611,75.6
Town House,New Hut - El Tagamoa,3.0,175.0,600000,2455713.1786153954,75.6
Twin House,Shorouk City,4.0,375.0,525000,2151995.990311499,75.6
Twin House,Alamein,6.0,210.0,675800,2770811.91743243,75.6
Chalet,Ain Sukhna,2.0,100.0,125000,513316.0220087094,75.6
Apartment,New Hut - El Tagamoa,3.0,167.0,240000,980672.6079028901,75.5
Town House,New Hut - El Tagamoa,3.0,250.0,250000,1020752.322994478,75.5
Town House,North Coast,3.0,164.0,400000,1631634.6135988696,75.5
Town House,New Hut - El Tagamoa,4.0,165.0,550000,2246593.425515719,75.5
Town House,New Hut - El Tagamoa,3.0,250.0,250000,1020752.322994478,75.5
Town House,New Hut - El Tagamoa,3.0,250.0,250000,1020752.322994478,75.5
Town House,New Hut - El Tagamoa,3.0,250.0,250000,1020752.322994478,75.5
Town House,New Capital City,4.0,235.0,195000,797443.9809904284,75.5
Town House,North Coast,3.0,170.0,526000,2150648.0212848443,75.5
Apartment,New Hut - El Tagamoa,3.0,173.0,436000,1782059.256368904,75.5
Duplex,North Coast,4.0,223.0,440000,1793869.456443457,75.5
Chalet,North Coast,2.0,124.0,335000,1367250.1287808446,75.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,235.0,100000,408143.48000694165,75.5
Stand Alone Villa,North Coast,6.0,482.0,1328600,5417367.904453695,75.5
Apartment,New Hut - El Tagamoa,3.0,165.0,245800,997379.701365537,75.4
Chalet,North Coast,2.0,100.0,120000,487032.39418407227,75.4
Chalet,North Coast,2.0,100.0,390000,1585518.9019219568,75.4
Chalet,North Coast,3.0,150.0,937000,3811629.6718494534,75.4
Apartment,New Capital City,4.0,228.0,300000,1217498.0360556152,75.4
Chalet,North Coast,2.0,85.0,180000,730058.5678829316,75.3
Stand Alone Villa,New Hut - El Tagamoa,4.0,260.0,598000,2421507.2212026287,75.3
Apartment,New Capital City,3.0,155.0,250000,1010870.4414057233,75.3
Town House,New Hut - El Tagamoa,5.0,208.0,574000,2321865.5999955055,75.3
Stand Alone Villa,New Hut - El Tagamoa,5.0,193.0,393000,1591531.066484253,75.3
Apartment,New Hut - El Tagamoa,2.0,140.0,170000,686939.8096331306,75.3
Town House,New Hut - El Tagamoa,3.0,175.0,592000,2394700.030438487,75.3
Apartment,New Hut - El Tagamoa,3.0,164.0,131000,530185.7170680208,75.3
Chalet,Ain Sukhna,2.0,83.0,105000,425221.3146796522,75.3
Chalet,Ain Sukhna,2.0,100.0,280000,1128914.300287942,75.2
Stand Alone Villa,Sheikh Zayed,4.0,670.0,2400000,9669668.54054283,75.2
Town House,New Hut - El Tagamoa,3.0,281.0,540000,2178643.487644428,75.2
Chalet,North Coast,2.0,108.0,540000,2178938.2258488494,75.2
Chalet,Ain Sukhna,2.0,100.0,280000,1126979.5103540218,75.2
Chalet,North Coast,3.0,190.0,414200,1668082.0731113136,75.2
Apartment,New Hut - El Tagamoa,3.0,207.0,850000,3429431.591776341,75.2
Town House,North Coast,3.0,150.0,290000,1164584.5342879666,75.1
Twin House,Shorouk City,5.0,375.0,525000,2112038.7260871087,75.1
Studio,New Hut - El Tagamoa,1.0,70.0,244000,980689.8626976971,75.1
Apartment,New Hut - El Tagamoa,3.0,185.0,340000,1367934.0902924542,75.1
Town House,New Hut - El Tagamoa,3.0,208.0,751000,3017119.7966166697,75.1
Chalet,Ain Sukhna,3.0,180.0,480000,1926112.6629690472,75.1
Chalet,Ain Sukhna,3.0,110.0,320000,1285094.3720476513,75.1
Apartment,Sheikh Zayed,3.0,161.0,683000,2732223.4066571686,75.0
Town House,North Coast,4.0,200.0,450000,1801363.1539167257,75.0
Apartment,New Hut - El Tagamoa,1.0,80.0,149000,596408.1509687689,75.0
Chalet,North Coast,3.0,125.0,390000,1557578.8950703961,75.0
Chalet,Alamein,2.0,90.0,145000,580301.8275142763,75.0
Apartment,New Hut - El Tagamoa,2.0,120.0,280000,1119769.3140465675,75.0
Twin House,Madinaty,4.0,285.0,520000,2083565.2384953783,75.0
Chalet,North Coast,3.0,153.0,430000,1714094.210200665,74.9
Stand Alone Villa,New Hut - El Tagamoa,4.0,265.0,520000,2073452.0460632297,74.9
Chalet,North Coast,2.0,90.0,260000,1037423.0966300239,74.9
Apartment,New Hut - El Tagamoa,2.0,120.0,180000,716591.4374928166,74.9
Apartment,New Hut - El Tagamoa,2.0,136.0,751994,2996712.53128566,74.9
Chalet,North Coast,2.0,110.0,260000,1034590.0093343428,74.9
Stand Alone Villa,North Coast,6.0,303.0,540000,2144677.6150535075,74.8
Chalet,North Coast,3.0,120.0,380000,1510764.2074634954,74.8
Chalet,North Coast,2.0,115.0,300000,1188475.84780818,74.8
Stand Alone Villa,New Capital City,4.0,293.0,350000,1389604.126527174,74.8
Chalet,North Coast,2.0,115.0,290000,1150416.7588197012,74.8
Chalet,North Coast,3.0,127.0,245000,973143.2277322245,74.8
Chalet,North Coast,3.0,120.0,380000,1510764.2074634954,74.8
Stand Alone Villa,Sheikh Zayed,5.0,465.0,2000000,7903888.486672269,74.7
Town House,New Hut - El Tagamoa,3.0,185.0,600000,2373694.962590066,74.7
Town House,6th of October,4.0,280.0,540000,2137846.4670074796,74.7
Chalet,North Coast,2.0,92.0,230000,909513.877321317,74.7
Town House,Shorouk City,4.0,275.0,590000,2330044.858162517,74.7
Town House,Shorouk City,4.0,275.0,590000,2330044.858162517,74.7
Town House,New Hut - El Tagamoa,4.0,220.0,520000,2056506.8373100949,74.7
Chalet,Ain Sukhna,2.0,115.0,210000,830063.3529383304,74.7
Apartment,New Hut - El Tagamoa,2.0,120.0,139000,548489.2707847962,74.7
